Gene	Target	IonCode_0101	IonCode_0102	IonCode_0103	IonCode_0104	IonCode_0105	IonCode_0106	IonCode_0107	IonCode_0125	IonCode_0126	IonCode_0127	IonCode_0128	IonCode_0129	IonCode_0130	IonCode_0131	"COSMIC_CGC_FLAG"	"NCBI_NAME"	"HGNC_SYMBOL_ACC"	"MIM_MORBID_DESCRIPTION"	"ENTREZ_GENE_ID"	"U133PLUS2_PSID"
ARNT2	AMPL24544376	236	212	288	252	337	324	404	205	197	151	140	258	262	387	0	aryl-hydrocarbon_receptor_nuclear_translocator_2	16876	.	9915	202986_at
ARNTL	AMPL10829423	31	16	23	28	25	29	35	19	21	10	10	25	22	39	0	aryl_hydrocarbon_receptor_nuclear_translocator-like	701	.	406	209824_s_at,210971_s_at
ARPC1A	AMPL27407675	744	797	665	818	704	777	883	786	630	342	436	592	702	1049	0	actin_related_protein_2_3_complex__subunit_1A__41kDa	703	.	10552	200950_at
ARPC1B	AMPL26885652	149	118	102	158	91	108	117	106	89	89	80	82	96	110	0	actin_related_protein_2_3_complex__subunit_1B__41kDa	704	.	10095	201954_at
ARPC2	AMPL34526283	2176	2054	2157	2366	1982	2639	2602	2083	1729	1109	1447	1564	2338	3106	0	actin_related_protein_2_3_complex__subunit_2__34kDa	705	.	10109	207988_s_at,208679_s_at,213513_x_at
ARPC3	AMPL28800417	789	936	920	1024	827	1096	1180	990	1072	427	634	838	1103	1497	0	actin_related_protein_2_3_complex__subunit_3__21kDa	706	.	10094	1565705_x_at,208736_at
ARPC5	AMPL28159272	732	661	769	859	597	719	685	635	617	573	470	558	644	685	0	actin_related_protein_2_3_complex__subunit_5__16kDa	708	.	10092	1555797_a_at,1569325_at,211963_s_at,237387_at
ARPC5L	AMPL14557616	152	174	149	189	118	162	188	136	121	92	92	98	151	176	0	actin_related_protein_2_3_complex__subunit_5-like	23366	.	81873	220966_x_at,223101_s_at,226914_at,226915_s_at
ACTRT3	AMPL14535212	0	0	2	0	0	1	4	0	0	0	0	1	0	2	0	actin-related_protein_T3	24022	.	84517	223665_at
ARPP19	AMPL13220289	1153	1068	1168	1023	1129	1272	1340	977	1123	852	452	1290	1145	1330	0	cAMP-regulated_phosphoprotein__19kDa	16967	.	10776	214553_s_at,221482_s_at,221483_s_at
ARPP21	AMPL33050645	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	cAMP-regulated_phosphoprotein__21kDa	16968	.	10777	1552722_at,1556598_at,1556599_s_at,220359_s_at,231935_at
ARR3	AMPL30412868	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	arrestin_3__retinal__X-arrestin	710	.	407	207136_at
ARRB1	AMPL27367771	242	187	186	236	100	147	160	189	144	179	127	150	120	113	0	arrestin__beta_1	711	.	408	218832_x_at,222756_s_at,222912_at,228444_at
ARRB2	AMPL28277320	175	207	198	194	346	252	298	184	180	115	96	293	209	242	0	arrestin__beta_2	712	.	409	203388_at
ARRDC1	AMPL35508520	69	64	40	65	78	70	62	60	44	41	22	79	40	61	0	arrestin_domain_containing_1	28633	.	92714	226405_s_at
ARRDC2	AMPL31405804	0	1	3	0	0	0	0	0	1	2	0	0	0	0	0	arrestin_domain_containing_2	25225	.	27106	226055_at
ARRDC3	AMPL36713306	392	386	291	283	453	360	445	400	300	261	134	407	307	404	0	arrestin_domain_containing_3	29263	.	57561	224797_at
ARRDC4	AMPL21089735	62	56	65	89	33	87	60	54	61	57	40	35	74	79	0	arrestin_domain_containing_4	28087	.	91947	225283_at
ARRDC5	AMPL2405718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	arrestin_domain_containing_5	31407	.	645432	.
ARSA	AMPL2180051	22	16	13	26	31	22	23	21	24	14	9	29	18	24	0	arylsulfatase_A	713	METACHROMATIC_LEUKODYSTROPHY,MULTIPLE_SULFATASE_DEFICIENCY__MSD	410	204443_at,236541_at
ARSB	AMPL6633252	233	264	282	382	242	292	313	233	204	155	249	213	220	358	0	arylsulfatase_B	714	MUCOPOLYSACCHARIDOSIS_TYPE_VI,MULTIPLE_SULFATASE_DEFICIENCY__MSD	411	1554030_at,1554032_at,206129_s_at,232197_x_at
ARSD	AMPL10772805	30	29	21	31	27	41	43	19	14	19	13	40	25	37	0	arylsulfatase_D	717	.	414	206831_s_at,207784_at,223695_s_at,223696_at,225280_x_at,225286_at,230131_x_at,232423_at
ARSE	AMPL2885948	35	36	36	54	21	49	37	46	34	26	23	33	33	33	0	arylsulfatase_E__chondrodysplasia_punctata_1	719	CHONDRODYSPLASIA_PUNCTATA_1__X-LINKED_RECESSIVE__CDPX1	415	205894_at
ARSF	AMPL6842815	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	arylsulfatase_F	721	.	416	214490_at
ARSG	AMPL26551075	0	2	0	3	2	5	4	4	2	5	1	4	3	4	0	arylsulfatase_G	24102	.	22901	1552632_a_at
ARSH	AMPL1443251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	arylsulfatase_family__member_H	32488	.	347527	.
ARSI	AMPL214004	11	4	4	12	0	6	9	5	2	3	2	4	3	2	0	arylsulfatase_family__member_I	32521	.	340075	230275_at
ARSJ	AMPL15560866	1	4	1	9	1	8	13	3	5	0	2	5	0	10	0	arylsulfatase_family__member_J	26286	.	79642	219973_at
ARSK	AMPL22079507	58	56	60	56	72	56	74	48	57	34	35	36	58	76	0	arylsulfatase_family__member_K	25239	.	153642	1569132_s_at,1569133_x_at,239147_at
ART1	AMPL27706531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADP-ribosyltransferase_1	723	.	417	1570480_s_at,207919_at
ART3	AMPL3134109	0	3	1	4	1	0	1	0	2	1	0	0	0	1	0	ADP-ribosyltransferase_3	725	.	419	210147_at
ART4	AMPL36329504	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	ADP-ribosyltransferase_4__Dombrock_blood_group	726	ADP-RIBOSYLTRANSFERASE_4__ART4	420	207220_at,242496_at
ART5	AMPL17888669	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	ADP-ribosyltransferase_5	24049	.	116969	1552524_at
ARTN	AMPL1709769	0	3	0	2	0	0	2	0	0	0	0	1	1	0	0	artemin	727	.	9048	207675_x_at,210237_at,216052_x_at
ARV1	AMPL36287835	103	88	84	91	112	89	105	79	94	78	49	109	89	120	0	ARV1_homolog__S._cerevisiae	29561	.	64801	223223_at
ARVCF	AMPL7928989	187	166	137	121	192	163	142	121	97	93	90	200	137	200	0	armadillo_repeat_gene_deleted_in_velocardiofacial_syndrome	728	.	421	1556149_at,205784_x_at,217516_x_at
ARX	AMPL35193310	54	69	109	103	97	69	59	29	44	81	62	71	53	52	0	aristaless_related_homeobox	18060	CORPUS_CALLOSUM__AGENESIS_OF__WITH_ABNORMAL_GENITALIA,EPILEPTIC_ENCEPHALOPATHY__EARLY_INFANTILE__1__EIEE1,LISSENCEPHALY__X-LINKED__2__LISX2,MENTAL_RETARDATION__X-LINKED__WITH_OR_WITHOUT_SEIZURES__ARX-RELATED_,PARTINGTON_X-LINKED_MENTAL_RETARDATION_SYNDROME__PRTS	170302	238878_at
AS3MT	AMPL32570187	88	135	108	117	136	135	94	100	93	56	68	117	115	162	0	arsenic__plus3_oxidation_state__methyltransferase	17452	.	57412	223652_at
ASAH1	AMPL15720712	207	188	232	292	185	242	185	268	162	151	158	174	221	247	0	N-acylsphingosine_amidohydrolase__acid_ceramidase__1	735	FARBER_LIPOGRANULOMATOSIS,SPINAL_MUSCULAR_ATROPHY_WITH_PROGRESSIVE_MYOCLONIC_EPILEPSY__SMAPME	427	1555419_a_at,210980_s_at,213702_x_at,213902_at
ASAH2	AMPL30679256	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N-acylsphingosine_amidohydrolase__non-lysosomal_ceramidase__2	18860	.	56624	229793_at,231791_at
ASAH2B	AMPL2031959	34	51	26	46	43	57	55	34	41	37	21	28	43	62	0	N-acylsphingosine_amidohydrolase__non-lysosomal_ceramidase__2B	23456	.	653308	229793_at,231791_at
ASAP1	AMPL31080579	250	262	273	360	205	308	457	309	258	113	203	186	258	484	0	ArfGAP_with_SH3_domain__ankyrin_repeat_and_PH_domain_1	2720	.	50807	221039_s_at,224790_at,224791_at,224796_at,236533_at
ASAP2	AMPL29550447	185	194	211	158	305	291	337	175	187	100	108	250	205	290	0	ArfGAP_with_SH3_domain__ankyrin_repeat_and_PH_domain_2	2721	.	8853	206414_s_at
ASAP3	AMPL31316932	130	158	117	134	163	134	136	109	116	104	71	146	112	131	0	ArfGAP_with_SH3_domain__ankyrin_repeat_and_PH_domain_3	14987	.	55616	219103_at,222236_s_at
ASB1	AMPL3698606	264	239	244	313	189	271	331	218	256	148	167	188	254	365	0	ankyrin_repeat_and_SOCS_box_containing_1	16011	.	51665	212818_s_at,212819_at,238991_at
ASB10	AMPL18132119	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	ankyrin_repeat_and_SOCS_box_containing_10	17185	GLAUCOMA_1__OPEN_ANGLE__F__GLC1F	136371	1553039_a_at,1564536_at,1564537_a_at
ASB11	AMPL17222136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ankyrin_repeat_and_SOCS_box_containing_11	17186	.	140456	1553074_at
ASB13	AMPL14320134	25	22	21	25	40	19	23	16	43	23	8	32	20	22	0	ankyrin_repeat_and_SOCS_box_containing_13	19765	.	79754	218862_at
ASB14	AMPL4634561	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	ankyrin_repeat_and_SOCS_box_containing_14	19766	.	142686	1553453_at
ASB15	AMPL18734859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ankyrin_repeat_and_SOCS_box_containing_15	19767	.	142685	1564679_at
ASB16	AMPL17013915	1	1	0	1	2	0	1	1	1	1	0	0	0	1	0	ankyrin_repeat_and_SOCS_box_containing_16	19768	.	92591	1553253_at
ASB17	AMPL18327707	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	ankyrin_repeat_and_SOCS_box_containing_17	19769	.	127247	231622_at
ASB18	AMPL21450270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ankyrin_repeat_and_SOCS_box_containing_18	19770	.	401036	.
ASB2	AMPL7709803	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ankyrin_repeat_and_SOCS_box_containing_2	16012	.	51676	227915_at,233857_s_at
ASB4	AMPL32752777	3	0	1	2	0	0	0	1	0	1	2	0	1	1	0	ankyrin_repeat_and_SOCS_box_containing_4	16009	.	51666	208481_at,217228_s_at,235619_at,237720_at,237721_s_at
ASB5	AMPL17223398	0	1	0	2	1	0	0	0	0	0	0	0	1	2	0	ankyrin_repeat_and_SOCS_box_containing_5	17180	.	140458	235503_at
ASB6	AMPL30768585	165	147	155	175	138	150	180	144	148	99	106	141	129	136	0	ankyrin_repeat_and_SOCS_box_containing_6	17181	.	140459	221657_s_at
ASB7	AMPL21481015	92	78	62	55	63	72	83	82	68	54	34	60	69	102	0	ankyrin_repeat_and_SOCS_box_containing_7	17182	.	140460	219996_at,226513_at
ASB8	AMPL35372423	64	67	67	67	84	83	87	62	50	33	35	55	68	96	0	ankyrin_repeat_and_SOCS_box_containing_8	17183	.	140461	218841_at,226861_at
ASB9	AMPL186587	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	ankyrin_repeat_and_SOCS_box_containing_9	17184	.	140462	205673_s_at
ASB9P1	AMPL38147377	1	5	2	2	5	2	11	5	0	1	3	0	3	12	0	ankyrin_repeat_and_SOCS_box_containing_9_pseudogene_1	20972	.	728619	.
ASCC1	AMPL11108897	19	16	16	6	10	18	20	15	19	7	8	20	24	14	0	activating_signal_cointegrator_1_complex_subunit_1	24268	BARRETT_ESOPHAGUS	51008	1554627_a_at,219336_s_at
ASCC2	AMPL14259390	223	259	222	208	274	225	319	196	203	123	136	168	238	330	0	activating_signal_cointegrator_1_complex_subunit_2	24103	.	84164	215684_s_at
ASCC3	AMPL12244696	496	500	536	603	462	553	699	476	438	266	374	396	525	835	0	activating_signal_cointegrator_1_complex_subunit_3	18697	.	10973	212815_at,231269_at
ASCL1	AMPL29761144	24	30	31	20	64	25	41	25	30	20	10	119	31	35	0	achaete-scute_family_bHLH_transcription_factor_1	738	.	429	209985_s_at,209987_s_at,209988_s_at,213768_s_at
ASCL3	AMPL32898498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	achaete-scute_family_bHLH_transcription_factor_3	740	.	56676	221161_at
ASCL4	AMPL20669284	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	achaete-scute_family_bHLH_transcription_factor_4	24311	.	121549	.
ASF1A	AMPL26276122	415	439	497	600	446	411	565	486	493	403	359	358	437	723	0	anti-silencing_function_1A_histone_chaperone	20995	.	25842	203427_at,203428_s_at
ASF1B	AMPL32091480	554	577	498	622	600	689	594	480	463	357	311	441	575	687	0	anti-silencing_function_1B_histone_chaperone	20996	.	55723	218115_at
ASGR1	AMPL9332211	3	3	2	4	6	3	3	2	2	2	7	4	2	4	0	asialoglycoprotein_receptor_1	742	.	432	206743_s_at
ASGR2	AMPL17603959	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	asialoglycoprotein_receptor_2	743	.	433	206130_s_at
ASH1L	AMPL31206101	63	59	49	40	67	42	92	50	48	43	33	57	46	76	0	ash1__absent__small__or_homeotic_-like__Drosophila	19088	.	55870	218554_s_at,222667_s_at,226447_at
ASH2L	AMPL28271351	189	166	167	182	174	188	213	170	112	145	96	159	191	243	0	ash2__absent__small__or_homeotic_-like__Drosophila	744	.	9070	209517_s_at
ASIP	AMPL10544583	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	agouti_signaling_protein	745	SKIN_HAIR_EYE_PIGMENTATION__VARIATION_IN__9__SHEP9	434	214498_at
ASL	AMPL6632654	76	84	78	97	96	89	113	82	78	57	50	79	107	143	0	argininosuccinate_lyase	746	ARGININOSUCCINIC_ACIDURIA	435	204608_at
ASMT	AMPL8771915	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	acetylserotonin_O-methyltransferase	750	.	438	206779_s_at,210551_s_at
ASMTL	AMPL27358433	108	119	91	82	100	123	76	83	70	53	52	87	76	72	0	acetylserotonin_O-methyltransferase-like	751	.	8623	209394_at,36553_at,36554_at
ASNA1	AMPL28544459	435	397	430	453	529	410	373	340	360	173	244	443	413	487	0	arsA_arsenite_transporter__ATP-binding__homolog_1__bacterial	752	.	439	202024_at
ASNS	AMPL9843667	445	508	495	465	165	460	480	416	482	330	284	145	457	605	0	asparagine_synthetase__glutamine-hydrolyzing	753	.	440	205047_s_at
ASNSD1	AMPL33081423	159	193	141	170	162	191	185	172	166	125	117	152	126	167	0	asparagine_synthetase_domain_containing_1	24910	.	54529	217987_at
ASPA	AMPL1434285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	aspartoacylase	756	CANAVAN_DISEASE	443	206030_at,228807_at
ASPDH	AMPL4726263	3	4	1	1	7	2	2	0	6	0	2	2	2	5	0	aspartate_dehydrogenase_domain_containing	33856	.	554235	230912_at
ASPG	AMPL3946066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	asparaginase_homolog__S._cerevisiae	20123	.	374569	1557225_at,1557226_a_at
ASPH	AMPL27252361	97	113	81	85	126	125	164	94	111	58	48	118	106	151	0	aspartate_beta-hydroxylase	757	.	444	205808_at,207284_s_at,209135_at,210896_s_at,224996_at,225008_at,242037_at
ASPHD1	AMPL16662242	2	2	0	4	0	3	2	1	1	1	0	1	3	2	0	aspartate_beta-hydroxylase_domain_containing_1	27380	.	253982	1553997_a_at,214993_at
ASPHD2	AMPL31266549	61	78	73	67	107	107	102	66	62	46	53	85	100	107	0	aspartate_beta-hydroxylase_domain_containing_2	30437	.	57168	227014_at,227015_at
ASPM	AMPL33832320	447	487	474	533	714	619	752	526	468	210	308	645	570	980	0	asp__abnormal_spindle__homolog__microcephaly_associated__Drosophila	19048	MICROCEPHALY_5__PRIMARY__AUTOSOMAL_RECESSIVE__MCPH5	259266	219918_s_at,232238_at,239002_at
ASPN	AMPL33841183	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	asporin	14872	INTERVERTEBRAL_DISC_DISEASE__IDD,OSTEOARTHRITIS_SUSCEPTIBILITY_3__OS3	54829	219087_at,224396_s_at
ASPRV1	AMPL35692259	13	8	6	6	10	13	10	15	10	10	6	9	10	3	0	aspartic_peptidase__retroviral-like_1	26321	.	151516	1557727_at,235514_at
ASRGL1	AMPL4933137	21	23	33	37	57	32	48	37	36	15	12	48	33	47	0	asparaginase_like_1	16448	.	80150	218857_s_at,222764_at
ASS1	AMPL6466835	37	40	36	49	59	54	54	33	41	30	22	25	52	50	0	argininosuccinate_synthase_1	758	CITRULLINEMIA__CLASSIC	445	207076_s_at
ASTE1	AMPL24581850	29	35	28	42	28	28	30	22	30	16	14	14	43	26	0	asteroid_homolog_1__Drosophila	25021	.	28990	221135_s_at
ASTL	AMPL6590780	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	astacin-like_metallo-endopeptidase__M12_family	31704	.	431705	.
ASTN1	AMPL28805298	0	1	3	0	26	2	10	5	3	1	2	18	5	8	0	astrotactin_1	773	.	460	213197_at
ASTN2	AMPL24176308	3	0	0	0	5	0	3	1	2	0	0	0	0	0	0	astrotactin_2	17021	.	23245	1554816_at,209693_at,215407_s_at
ASUN	AMPL32760458	128	115	109	129	130	122	164	122	82	71	84	91	116	187	0	asunder_spermatogenesis_regulator	20174	.	55726	221652_s_at
ASXL1	AMPL26208743	126	126	114	156	153	141	157	107	104	67	63	132	129	141	1	additional_sex_combs_like_1__Drosophila	18318	BOHRING-OPITZ_SYNDROME__BOPS,MYELODYSPLASTIC_SYNDROME__MDS	171023	212234_at,212237_at,212238_at,242438_at,242439_s_at,244519_at
ASXL2	AMPL32857745	114	95	86	111	111	111	202	86	99	73	71	65	99	181	0	additional_sex_combs_like_2__Drosophila	23805	.	55252	1555266_a_at,218659_at,226251_at,229359_at,237095_at,240072_at
ASXL3	AMPL14175370	33	22	20	22	20	26	49	27	21	26	12	34	28	33	0	additional_sex_combs_like_3__Drosophila	29357	.	80816	214162_at,232838_at,233536_at
ASZ1	AMPL17687967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ankyrin_repeat__SAM_and_basic_leucine_zipper_domain_containing_1	1350	.	136991	1569729_a_at
ATAD1	AMPL17191092	407	426	581	684	474	849	729	507	531	250	360	570	684	686	0	ATPase_family__AAA_domain_containing_1	25903	.	84896	224850_at,227585_at,236072_at
ATAD2	AMPL24747882	387	423	392	415	416	504	516	433	392	281	247	390	449	627	0	ATPase_family__AAA_domain_containing_2	30123	.	29028	218782_s_at,222740_at,228401_at,235266_at
ATAD2B	AMPL31882683	73	98	108	82	90	97	136	93	78	67	48	99	78	119	0	ATPase_family__AAA_domain_containing_2B	29230	.	54454	1558807_at,213387_at,232908_at
ATAD3A	AMPL7172782	411	385	371	410	254	330	341	333	272	255	230	218	301	335	0	ATPase_family__AAA_domain_containing_3A	25567	.	55210,83858	1552641_s_at,219068_x_at,227237_x_at,227700_x_at
ATAD3B	AMPL15038699	138	99	82	115	46	83	79	83	77	81	50	57	60	56	0	ATPase_family__AAA_domain_containing_3B	24007	.	83858	1552641_s_at,223617_x_at,227237_x_at,227700_x_at,233091_at
ATAD3C	AMPL5771912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ATPase_family__AAA_domain_containing_3C	32151	.	219293	240210_at
ATAD5	AMPL14523962	151	191	180	201	170	219	256	201	131	97	99	164	182	261	0	ATPase_family__AAA_domain_containing_5	25752	.	79915	220223_at
ATAT1	AMPL480463	104	119	77	116	173	138	168	105	102	67	63	167	135	181	0	alpha_tubulin_acetyltransferase_1	21186	.	79969	218874_s_at,228510_at
ATCAY	AMPL15908336	57	56	45	50	102	62	84	51	55	31	26	68	46	96	0	ataxia__cerebellar__Cayman_type	779	CEREBELLAR_ATAXIA__CAYMAN_TYPE__ATCAY	85300	227365_at
ATE1	AMPL4883050	44	45	44	60	58	43	65	44	48	26	35	66	47	62	0	arginyltransferase_1	782	.	11101	225497_at,234584_s_at
ATF1	AMPL27635169	119	125	118	120	114	117	141	117	100	82	78	97	106	168	1	activating_transcription_factor_1	783	HISTIOCYTOMA__ANGIOMATOID_FIBROUS	466	1558233_s_at,1565269_s_at,222103_at
ATF2	AMPL9105135	337	306	273	279	419	304	411	269	244	137	128	344	290	434	0	activating_transcription_factor_2	784	.	1386	1555146_at,205446_s_at,212984_at
ATF3	AMPL8833416	68	71	98	150	33	51	89	75	62	40	90	32	60	83	0	activating_transcription_factor_3	785	.	467	1554420_at,1554980_a_at,202672_s_at
ATF4	AMPL21733363	4496	4191	4572	5207	3118	4181	5121	4083	3710	3225	2815	2831	3879	5404	0	activating_transcription_factor_4	786	.	468	200779_at
ATF5	AMPL6923378	408	462	591	537	280	621	471	425	408	403	282	219	504	523	0	activating_transcription_factor_5	790	.	22809	204998_s_at,204999_s_at,230938_x_at
ATF6	AMPL12390755	183	257	258	200	242	369	256	189	205	110	137	278	252	341	0	activating_transcription_factor_6	791	.	22926	203952_at,217550_at,226941_at,231927_at
ATF6B	AMPL30097982	352	382	377	372	522	414	451	324	285	221	193	437	431	470	0	activating_transcription_factor_6_beta	2349	.	1388	1554487_a_at,1565242_at,203168_at,211611_s_at,216208_s_at
ATF7	AMPL13771318	102	88	86	104	104	97	145	106	81	67	66	68	84	147	0	activating_transcription_factor_7	792	.	11016	206402_s_at,206684_s_at,214184_at,228829_at,228830_s_at,235160_at,244587_at
ATF7IP	AMPL30857028	581	632	517	523	918	697	738	534	533	298	315	685	722	897	0	activating_transcription_factor_7_interacting_protein	20092	.	55729	218987_at,231825_x_at
ATF7IP2	AMPL15492487	4	4	4	11	13	7	13	6	2	6	4	13	5	11	0	activating_transcription_factor_7_interacting_protein_2	20397	.	80063	219870_at,228381_at
ATG10	AMPL13976646	57	59	54	67	55	97	101	61	65	24	39	56	94	100	0	autophagy_related_10	20315	.	83734	1570523_s_at,207774_at,223677_at,243477_at
ATG12	AMPL29368688	365	422	408	463	355	459	573	480	442	207	342	322	420	506	0	autophagy_related_12	588	.	9140	204833_at,213026_at,213930_at
ATG13	AMPL9296250	0	0	0	0	4	4	0	0	2	1	0	3	3	0	0	autophagy_related_13	29091	.	9776	1556928_at,203363_s_at,203364_s_at,209021_x_at
ATG14	AMPL26554381	44	40	55	50	64	70	69	56	56	39	31	61	49	81	0	autophagy_related_14	19962	.	22863	204568_at
ATG16L1	AMPL14171877	44	32	46	55	37	45	57	44	31	17	22	43	49	69	0	autophagy_related_16-like_1__S._cerevisiae	21498	INFLAMMATORY_BOWEL_DISEASE_10__IBD10	55054	220521_s_at,232612_s_at
ATG16L2	AMPL16630410	10	5	15	8	13	18	10	2	5	4	3	15	3	8	0	autophagy_related_16-like_2__S._cerevisiae	25464	.	89849	225883_at,229389_at
ATG2A	AMPL25973472	90	87	82	95	110	95	100	74	62	45	53	92	64	107	0	autophagy_related_2A	29028	.	23130	213300_at
ATG2B	AMPL32664358	61	76	66	70	59	57	102	84	64	43	36	74	61	95	0	autophagy_related_2B	20187	.	55102	1559485_at,219164_s_at,222840_at,226684_at
ATG3	AMPL36897033	455	539	477	507	404	539	621	476	462	217	283	317	493	735	0	autophagy_related_3	20962	.	64422	220237_at,221492_s_at
ATG4A	AMPL15781706	14	13	23	25	14	20	17	20	25	13	11	10	27	23	0	autophagy_related_4A__cysteine_peptidase	16489	.	115201	213115_at
ATG4B	AMPL12666605	775	695	732	803	649	775	875	638	693	459	418	600	719	936	0	autophagy_related_4B__cysteine_peptidase	20790	.	23192	204902_s_at,204903_x_at,212280_x_at
ATG4C	AMPL16135292	63	49	55	42	61	47	78	65	49	24	35	77	51	57	0	autophagy_related_4C__cysteine_peptidase	16040	.	84938	228190_at
ATG4D	AMPL18713091	13	8	9	17	7	16	8	10	15	15	6	13	9	18	0	autophagy_related_4D__cysteine_peptidase	20789	.	84971	226871_s_at
ATG5	AMPL28988685	224	261	257	272	243	261	335	256	232	184	158	264	233	320	0	autophagy_related_5	589	.	9474	202511_s_at,202512_s_at,210639_s_at
ATG7	AMPL29912359	39	39	28	35	30	41	51	30	35	19	27	29	27	57	0	autophagy_related_7	16935	.	10533	218673_s_at,222709_at,224025_s_at
ATG9A	AMPL36166240	149	147	153	176	166	168	187	183	146	126	108	171	172	192	0	autophagy_related_9A	22408	.	79065	202492_at,203192_at
ATG9B	AMPL15588528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	autophagy_related_9B	21899	.	285973	1553390_at,229252_at
ATHL1	AMPL14576691	104	118	127	156	69	129	92	132	78	67	66	57	90	93	0	ATH1__acid_trehalase-like_1__yeast	26210	.	80162	219359_at,236413_at
ATIC	AMPL28300718	988	1093	1171	1257	1099	1505	1657	1218	920	594	723	952	1222	2015	1	5-aminoimidazole-4-carboxamide_ribonucleotide_formyltransferase_IMP_cyclohydrolase	794	AICAR_TRANSFORMYLASE_IMP_CYCLOHYDROLASE_DEFICIENCY	471	.
ATL1	AMPL4554437	88	84	73	60	172	104	127	83	70	38	47	135	104	176	0	atlastin_GTPase_1	11231	NEUROPATHY__HEREDITARY_SENSORY__TYPE_ID__HSN1D,SPASTIC_PARAPLEGIA_3__AUTOSOMAL_DOMINANT__SPG3A	51062	223340_at
ATL2	AMPL1514971	249	218	258	303	227	371	342	258	208	139	183	233	249	387	0	atlastin_GTPase_2	24047	.	64225	1553603_s_at,217580_x_at,222700_at,235848_x_at,237968_at
ATL3	AMPL26521017	73	71	99	91	59	71	72	58	70	53	41	56	86	78	0	atlastin_GTPase_3	24526	.	25923	223452_s_at,223453_s_at,224893_at
ATM	AMPL2143252	28	26	23	26	26	41	25	28	29	28	18	61	30	30	1	ataxia_telangiectasia_mutated	795	ATAXIA-TELANGIECTASIA__AT	472	1553387_at,1554631_at,1570352_at,208442_s_at,210858_x_at,212672_at
ATMIN	AMPL25963022	234	213	239	216	258	264	278	227	203	120	150	240	227	292	0	ATM_interactor	29034	.	23300	201854_s_at,201855_s_at
ATN1	AMPL231819	1149	1370	1370	1453	1271	1237	1713	1069	1139	921	838	1056	1188	1585	0	atrophin_1	3033	DENTATORUBRAL-PALLIDOLUYSIAN_ATROPHY__DRPLA	1822	1555754_s_at,208871_at,211076_x_at,40489_at
ATOH1	AMPL29934450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	atonal_homolog_1__Drosophila	797	.	474	221336_at
ATOH7	AMPL34498569	4	2	0	1	0	6	0	0	1	2	0	2	0	2	0	atonal_homolog_7__Drosophila	13907	RETINAL_NONATTACHMENT__NONSYNDROMIC_CONGENITAL__RNANC	220202	1552878_at,1552879_a_at
ATOH8	AMPL16234026	33	32	54	49	22	40	67	53	39	32	38	18	47	58	0	atonal_homolog_8__Drosophila	24126	.	84913	1558705_at,1558706_a_at,228890_at
ATOX1	AMPL27958934	475	520	472	564	484	505	485	526	414	275	284	387	426	560	0	antioxidant_1_copper_chaperone	798	.	475	203454_s_at
ATP10A	AMPL35063510	2	1	2	10	4	4	11	6	3	2	2	5	4	19	0	ATPase__class_V__type_10A	13542	ANGELMAN_SYNDROME__AS	57194	1568743_at,214255_at,214256_at
ATP10B	AMPL13945502	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ATPase__class_V__type_10B	13543	.	23120	214070_s_at,220920_at
ATP10D	AMPL30765845	22	30	25	48	21	27	37	32	13	8	20	32	17	37	0	ATPase__class_V__type_10D	13549	.	57205	213238_at
ATP11A	AMPL15404511	199	175	168	188	177	211	292	151	156	114	123	181	163	243	0	ATPase__class_VI__type_11A	13552	.	23250	215842_s_at,216488_s_at,230875_s_at,241603_at
